CustomerID,Name,Gender,Age,SignupDate,City,Country,Email,AnnualIncome,PurchaseAmount,LoyaltyTier,HasIQROutlier,Purchase_Is_Negative
CUST-01157,Robert Moore,Female,40,2024-12-10,Chicago,United Kingdom,robert.moore1157@example.com,41150.81,166.04,Gold,False,False
CUST-00311,Nancy Martin,Female,32,,San Diego,Australia,nancy.martin311@example.com,68152.04,131.93,Gold,False,False
CUST-00105,Matthew Martinez,Female,47,2023-07-22,Houston,USA,matthew.martinez105@example.com,86794.76,198.37,Bronze,False,False
CUST-02559,Charles Martinez,Male,52,2023-02-11,Los Angeles,USA,charles.martinez2559@example.com,68511.36,176.42,Gold,False,False
CUST-01520,Elizabeth Williams,Female,20,2021-12-09,Dallas,Canada,elizabeth.williams1520@example.com,75810.93,67.15,Gold,False,False
CUST-01782,Daniel Jones,Male,39,2024-02-28,San Antonio,United Kingdom,daniel.jones1782@example.com,79491.53,132.25,Bronze,False,False
CUST-02310,James Davis,Female,29,2022-12-12,Philadelphia,Canada,james.davis2310@example.com,66136.46,105.59,Bronze,False,False
CUST-02122,Sarah Lopez,Female,55,2021-04-21,Philadelphia,Canada,sarah.lopez2122@example.com,69161.19,250.01,Bronze,False,False
CUST-00596,Nancy Rodriguez,Female,40,2023-11-01,San Antonio,Canada,nancy.rodriguez596@example.com,52391.46,27.2,Gold,False,False
CUST-01080,Nancy Taylor,Female,29,2024-08-19,San Antonio,Australia,nancy.taylor1080@example.com,60382.37,95.64,Bronze,False,False
CUST-00662,Sarah Martin,Male,40,2023-12-31,Phoenix,United Kingdom,sarah.martin662@example.com,68322.66,57.75,Bronze,False,False
CUST-00485,William Anderson,Male,36,2023-03-02,San Antonio,Canada,william.anderson485@example.com,78843.25,194.01,Gold,False,False
CUST-01698,William Williams,Female,16,2023-06-13,Chicago,Canada,william.williams1698@example.com,54815.23,188.43,Bronze,False,False
CUST-02698,Robert Taylor,Male,16,2021-11-01,San Antonio,United Kingdom,robert.taylor2698@example.com,88616.73,121.32,Gold,False,False
CUST-00181,William Garcia,Male,34,2022-03-02,Austin,Canada,william.garcia181@example.com,67421.48,162.12,Bronze,False,False
CUST-01507,Lisa Hernandez,Female,57,2024-08-01,Phoenix,Canada,lisa.hernandez1507@example.com,70510.23,217.72,Silver,False,False
CUST-00631,Robert Wilson,Male,46,2023-04-22,Philadelphia,USA,robert.wilson631@example.com,55222.15,38.82,Bronze,False,False
CUST-01960,Nancy Smith,Female,30,2023-02-14,Phoenix,USA,nancy.smith1960@example.com,56011.96,124.96,Gold,False,False
CUST-01970,Jessica Martinez,Male,37,2024-11-24,Chicago,United Kingdom,jessica.martinez1970@example.com,26542.13,196.42,Bronze,False,False
CUST-00634,Jennifer Brown,Male,44,2024-04-27,San Diego,Canada,jennifer.brown634@example.com,59775.05,-179.97,Bronze,True,True
CUST-00681,Daniel Gonzalez,Male,22,2023-09-08,Dallas,United Kingdom,daniel.gonzalez681@example.com,76848.67,265.27,Gold,False,False
CUST-02879,Sarah Martin,Male,38,2021-12-06,Chicago,Canada,sarah.martin2879@example.com,48316.11,150.06,Silver,False,False
CUST-01170,Linda Moore,Male,37,2023-07-02,Austin,USA,linda.moore1170@example.com,56306.47,137.29,Gold,False,False
CUST-01519,Karen Miller,Male,53,2022-12-16,Los Angeles,USA,karen.miller1519@example.com,55973.85,62.99,Gold,False,False
CUST-02723,David Lopez,Male,61,2024-11-26,San Antonio,United Kingdom,david.lopez2723@example.com,71149.06,20.98,Gold,False,False
CUST-00618,Joseph Garcia,Female,27,2021-09-21,Phoenix,United Kingdom,joseph.garcia618@example.com,39082.2,188.44,Gold,False,False
CUST-02043,Nancy Smith,Female,53,2023-01-09,San Antonio,United Kingdom,nancy.smith2043@example.com,70949.59,125.51,Bronze,False,False
CUST-00942,Mary Miller,Female,53,2022-04-17,Austin,Australia,mary.miller942@example.com,64473.05,85.22,Silver,False,False
CUST-01144,Jennifer Lopez,Male,72,2024-09-06,San Diego,USA,jennifer.lopez1144@example.com,64073.86,133.2,Silver,False,False
CUST-00885,Jessica Gonzalez,Female,47,2023-05-01,New York,Australia,jessica.gonzalez885@example.com,44938.51,227.27,Gold,False,False
CUST-00806,Joseph Williams,Male,31,2022-03-24,New York,Australia,joseph.williams806@example.com,57198.9,124.69,Silver,False,False
CUST-02161,Betty Jackson,Female,66,2023-03-13,Philadelphia,Australia,betty.jackson2161@example.com,91299.52,9.87,Gold,False,False
CUST-00488,Richard Taylor,Female,16,2022-03-15,Houston,United Kingdom,richard.taylor488@example.com,21501.55,183.76,Silver,False,False
CUST-01563,Thomas Lopez,Female,39,2023-08-30,Houston,Canada,thomas.lopez1563@example.com,104129.73,196.58,Gold,False,False
CUST-02036,Richard Taylor,Other,53,2023-01-11,Austin,Australia,richard.taylor2036@example.com,44526.68,164.78,Gold,False,False
CUST-00368,Jessica Jackson,Female,50,2023-07-10,Austin,United Kingdom,jessica.jackson368@example.com,66077.11,120.01,Bronze,False,False
CUST-01863,Jessica Williams,Female,43,2022-08-03,Los Angeles,United Kingdom,jessica.williams1863@example.com,60645.98,262.49,Silver,False,False
CUST-00404,Lisa Williams,Female,32,2022-04-19,Los Angeles,USA,lisa.williams404@example.com,83409.82,129.22,Gold,False,False
CUST-02112,Susan Hernandez,Female,42,2021-12-12,Chicago,United Kingdom,susan.hernandez2112@example.com,78619.79,253.06,Gold,False,False
CUST-01274,Matthew Moore,Male,30,,Houston,USA,matthew.moore1274@example.com,62900.18,122.23,Silver,False,False
CUST-00481,James Gonzalez,Other,40,2021-03-28,San Diego,USA,james.gonzalez481@example.com,48300.48,174.54,Gold,False,False
CUST-01748,Thomas Jones,Male,33,2022-11-17,San Antonio,United Kingdom,thomas.jones1748@example.com,90626.97,50.92,Bronze,False,False
CUST-00099,Joseph Gonzalez,Male,61,2024-03-05,Houston,Australia,joseph.gonzalez99@example.com,61885.19,1.99,Gold,False,False
CUST-00258,Elizabeth Thomas,Male,30,2022-12-21,Phoenix,USA,elizabeth.thomas258@example.com,52851.76,204.95,Bronze,False,False
CUST-00322,Joseph Thomas,Female,43,2023-04-01,San Diego,USA,joseph.thomas322@example.com,55054.12,256.96,Silver,False,False
CUST-00333,Jessica Rodriguez,Other,28,2023-09-23,Dallas,USA,jessica.rodriguez333@example.com,66179.17,265.88,Gold,False,False
CUST-01833,Michael Hernandez,Male,51,2023-06-02,Chicago,Canada,michael.hernandez1833@example.com,59185.08,39.19,Bronze,False,False
CUST-00738,Michael Rodriguez,Other,51,2022-01-16,Philadelphia,Canada,michael.rodriguez738@example.com,31834.89,124.32,Bronze,False,False
CUST-01010,Betty Jackson,Female,29,2023-11-10,Austin,Canada,betty.jackson1010@example.com,60763.04,132.28,Gold,False,False
CUST-00832,David Thomas,Female,50,2021-11-11,Austin,USA,david.thomas832@example.com,72087.18,170.35,Bronze,False,False
CUST-02222,Matthew Moore,Female,40,2022-10-14,Chicago,United Kingdom,matthew.moore2222@example.com,66111.06,111.28,Gold,False,False
CUST-01485,Sarah Jones,Female,31,2023-03-23,Chicago,Australia,,91312.07,200.29,Silver,False,False
CUST-00715,Joseph Jones,Female,26,2022-06-18,Houston,Canada,joseph.jones715@example.com,62401.88,8.43,Bronze,False,False
CUST-02703,Betty Moore,Male,39,,Dallas,Australia,betty.moore2703@example.com,72042.17,29.16,Bronze,False,False
CUST-01591,Jennifer Martinez,Male,46,2022-08-22,Los Angeles,USA,jennifer.martinez1591@example.com,20050.7,288.29,Bronze,False,False
CUST-02204,Susan Smith,Male,42,2023-01-15,Chicago,United Kingdom,susan.smith2204@example.com,44327.48,122.71,Gold,False,False
CUST-00771,Richard Anderson,Female,30,2022-07-16,San Antonio,Canada,richard.anderson771@example.com,61908.47,182.16,Bronze,False,False
CUST-01877,Thomas Lopez,Male,49,2022-07-18,Chicago,Canada,thomas.lopez@@example..com,59529.08,39.53,Bronze,False,False
CUST-01303,John Rodriguez,Female,40,2021-01-23,Dallas,Australia,john.rodriguez1303@example.com,92500.96,68.79,Gold,False,False
CUST-01295,Joseph Martinez,Male,51,2023-02-04,Dallas,Australia,joseph.martinez1295@example.com,62263.38,239.87,Gold,False,False
CUST-00250,James Martinez,Male,23,2024-01-28,Houston,United Kingdom,james.martinez250@example.com,60430.9,274.35,Gold,False,False
CUST-01192,William Davis,Male,31,2022-05-27,Austin,Australia,william.davis1192@example.com,61885.19,189.05,Silver,False,False
CUST-02058,Daniel Brown,Male,50,2023-05-03,New York,Australia,daniel.brown2058@example.com,78770.29,142.24,Silver,False,False
CUST-02219,William Hernandez,Female,34,2021-12-06,New York,United Kingdom,william.hernandez2219@example.com,41682.72,144.19,Gold,False,False
CUST-01195,Karen Martinez,Female,54,2024-01-31,San Antonio,Australia,karen.martinez1195@example.com,76816.02,143.8,Gold,False,False
CUST-00412,Robert Taylor,Female,28,2021-07-12,Los Angeles,USA,robert.taylor412@example.com,87315.11,93.83,Bronze,False,False
CUST-02077,Betty Martin,Female,47,2021-10-13,Phoenix,USA,betty.martin2077@example.com,95654.38,154.43,Bronze,False,False
CUST-00109,Joseph Jones,Female,44,2022-08-04,Los Angeles,USA,joseph.jones109@example.com,83012.25,221.85,Gold,False,False
CUST-02184,Nancy Hernandez,Female,51,2023-07-25,San Antonio,Australia,nancy.hernandez2184@example.com,77053.66,121.63,Gold,False,False
CUST-00423,Robert Taylor,Male,46,,San Diego,Canada,robert.taylor423@example.com,31969.16,72.47,Gold,False,False
CUST-00934,Thomas Williams,Male,16,2021-07-21,San Diego,Australia,thomas.williams934@example.com,86640.0,210.16,Gold,False,False
CUST-00088,Michael Martin,Female,22,2022-01-30,New York,Canada,michael.martin88@example.com,14591.68,330.57,Gold,False,False
CUST-00992,James Anderson,Female,49,2022-03-18,Los Angeles,USA,james.anderson992@example.com,51077.61,70.71,Gold,False,False
CUST-00340,Jessica Rodriguez,Female,25,2022-11-06,Austin,USA,jessica.rodriguez340@example.com,88922.66,136.85,Gold,False,False
CUST-00990,Charles Anderson,Male,39,2021-04-12,New York,Canada,charles.anderson990@example.com,22330.43,177.51,Gold,False,False
CUST-02640,Patricia Jackson,Male,26,2023-08-25,New York,USA,patricia.jackson2640@example.com,58404.78,157.21,Gold,False,False
CUST-01298,Joseph Hernandez,Male,42,,Phoenix,Australia,joseph.hernandez1298@example.com,65218.94,166.63,Silver,False,False
CUST-01373,Michael Lopez,Other,28,2023-04-14,Phoenix,USA,michael.lopez1373@example.com,95931.4,-177.97,Bronze,True,True
CUST-01306,Joseph Johnson,Female,49,2023-11-02,San Diego,Canada,joseph.johnson1306@example.com,56832.9,189.9,Bronze,False,False
CUST-02969,Thomas Miller,Male,34,2021-05-11,Phoenix,United Kingdom,,69254.57,143.8,Silver,False,False
CUST-00868,Lisa Anderson,Female,63,2023-08-21,Philadelphia,United Kingdom,lisa.anderson868@example.com,39476.24,100.77,Bronze,False,False
CUST-01397,Elizabeth Garcia,Female,35,2023-11-25,Dallas,United Kingdom,elizabeth.garcia1397@example.com,59288.38,166.33,Gold,False,False
CUST-02202,Elizabeth Thomas,Other,35,2022-05-21,Dallas,United Kingdom,elizabeth.thomas2202@example.com,81882.44,40.25,Gold,False,False
CUST-01913,Daniel Martin,Female,41,2023-04-27,Austin,Australia,daniel.martin1913@example.com,87277.36,114.62,Gold,False,False
CUST-02872,Elizabeth Thomas,Male,23,2023-06-24,Houston,USA,elizabeth.thomas2872@example.com,68025.99,27.66,Gold,False,False
CUST-01099,Joseph Gonzalez,Male,16,2022-12-07,Phoenix,Australia,joseph.gonzalez1099@example.com,50312.38,161.33,Silver,False,False
CUST-01123,Matthew Miller,Male,20,2024-05-15,San Antonio,USA,matthew.miller1123@example.com,92244.23,253.78,Silver,False,False
CUST-01622,Robert Anderson,Male,16,,Phoenix,Canada,robert.anderson1622@example.com,47297.16,172.57,Silver,False,False
CUST-02160,William Miller,Male,47,2023-10-07,Austin,Canada,william.miller2160@example.com,40929.02,154.97,Bronze,False,False
CUST-02255,Linda Brown,Male,40,2022-02-09,Austin,USA,linda.brown2255@example.com,58505.44,267.74,Silver,False,False
CUST-02502,Karen Rodriguez,Male,52,2024-07-21,Chicago,USA,karen.rodriguez2502@example.com,88754.37,276.53,Gold,False,False
CUST-01770,Thomas Moore,Female,23,2023-04-10,Houston,Canada,thomas.moore1770@example.com,38450.0,120.02,Gold,False,False
CUST-02646,Susan Lopez,Female,43,2023-11-01,Houston,United Kingdom,susan.lopez2646@example.com,78176.61,160.68,Gold,False,False
CUST-02783,William Martinez,Male,18,2022-03-23,San Antonio,USA,william.martinez2783@example.com,56648.7,200.99,Gold,False,False
CUST-01819,Jessica Rodriguez,Female,53,2022-03-09,New York,United Kingdom,jessica.rodriguez1819@example.com,26125.12,140.05,Bronze,False,False
CUST-02862,Michael Brown,Female,16,,Dallas,Australia,,79573.94,-239.21,Silver,True,True
CUST-01255,William Wilson,Male,49,2021-09-06,Austin,USA,william.wilson1255@example.com,54987.05,155.44,Silver,False,False
CUST-02955,Patricia Garcia,Male,30,2021-08-12,Los Angeles,United Kingdom,patricia.garcia2955@example.com,38054.03,294.24,Silver,False,False
CUST-00720,Nancy Thomas,Other,44,2024-12-17,New York,Canada,nancy.thomas720@example.com,57847.53,79.88,Silver,False,False
CUST-00839,William Wilson,Male,30,2021-03-08,Phoenix,Canada,william.wilson839@example.com,57549.69,69.47,Gold,False,False
CUST-02988,Betty Garcia,Female,23,2021-05-09,New York,Australia,betty.garcia2988@example.com,73357.14,73.61,Silver,False,False
CUST-01808,Karen Smith,Female,39,2023-08-18,New York,Australia,karen.smith1808@example.com,28810.42,120.93,Gold,False,False
CUST-00723,Jennifer Thomas,Male,38,2021-10-20,Houston,United Kingdom,jennifer.thomas723@example.com,58877.37,319.94,Bronze,False,False
CUST-01814,Robert Martinez,Male,39,2024-09-09,New York,Australia,robert.martinez1814@example.com,64007.96,57.78,Bronze,False,False
CUST-00176,Karen Martinez,Male,43,2023-09-05,Philadelphia,Canada,karen.martinez176@example.com,74407.42,222.35,Silver,False,False
CUST-01784,Richard Wilson,Male,53,2022-02-13,Phoenix,United Kingdom,richard.wilson1784@example.com,114902.84,130.76,Bronze,False,False
CUST-00210,Joseph Taylor,Other,40,2024-09-11,New York,USA,joseph.taylor210@example.com,65087.06,144.19,Silver,False,False
CUST-02273,Robert Garcia,Female,72,2023-03-12,Chicago,USA,robert.garcia2273@example.com,49180.32,110.21,Bronze,False,False
CUST-00432,Susan Johnson,Other,44,2024-05-01,Philadelphia,Canada,susan.johnson432@example.com,47302.22,174.16,Silver,False,False
CUST-01136,Thomas Jackson,Female,20,2022-09-02,Austin,Australia,thomas.jackson1136@example.com,28164.2,113.16,Silver,False,False
CUST-01832,Susan Wilson,Male,36,2021-01-01,Los Angeles,Canada,susan.wilson1832@example.com,53468.69,10.96,Silver,False,False
CUST-02604,Mary Davis,Male,30,2021-02-02,Phoenix,United Kingdom,mary.davis2604@example.com,36031.8,156.89,Silver,False,False
CUST-01066,Lisa Garcia,Male,29,2024-07-16,New York,USA,lisa.garcia1066@example.com,54559.59,183.75,Silver,False,False
CUST-01987,Jennifer Gonzalez,Female,40,2022-04-02,New York,United Kingdom,jennifer.gonzalez1987@example.com,60980.18,264.51,Bronze,False,False
CUST-00226,Jessica Anderson,Male,34,2024-08-20,New York,Canada,jessica.anderson226@example.com,58342.72,144.19,Bronze,False,False
CUST-01574,Linda Smith,Male,47,2024-01-23,Chicago,Australia,,57552.71,68.08,Silver,False,False
CUST-00071,Sarah Taylor,Male,16,2023-04-29,Houston,Australia,sarah.taylor71@example.com,58533.5,66.29,Silver,False,False
CUST-02436,Richard Rodriguez,Female,38,2024-06-19,Philadelphia,USA,richard.rodriguez2436@example.com,49547.68,91.71,Silver,False,False
CUST-02972,Matthew Martin,Female,54,2024-08-05,Chicago,Canada,matthew.martin2972@example.com,51744.06,116.4,Gold,False,False
CUST-02130,Daniel Johnson,Female,22,2024-12-08,Phoenix,USA,daniel.johnson2130@example.com,41564.27,141.6,Bronze,False,False
CUST-00006,David Anderson,Male,58,2024-05-10,Dallas,Canada,david.anderson6@example.com,40860.04,31.44,Silver,False,False
CUST-02491,Karen Moore,Other,35,2024-12-08,San Diego,USA,karen.moore2491@example.com,28696.97,250.46,Bronze,False,False
CUST-01085,James Jackson,Female,32,2023-07-25,New York,United Kingdom,james.jackson1085@example.com,33655.36,47.99,Gold,False,False
CUST-00895,Matthew Wilson,Female,42,2021-01-11,Chicago,Canada,matthew.wilson895@example.com,70153.1,240.15,Bronze,False,False
CUST-01905,Linda Smith,Female,29,2022-01-16,Phoenix,United Kingdom,linda.smith1905@example.com,60039.27,13.33,Gold,False,False
CUST-02678,Betty Williams,Male,31,2022-01-20,Houston,United Kingdom,betty.williams2678@example.com,61558.88,303.64,Gold,False,False
CUST-01375,Robert Rodriguez,Female,18,2022-07-02,Los Angeles,Canada,robert.rodriguez1375@example.com,41227.0,300.6,Gold,False,False
CUST-02932,Michael Anderson,Male,16,2022-03-02,Houston,USA,michael.anderson2932@example.com,84294.49,197.13,Gold,False,False
CUST-01096,Richard Johnson,Male,51,2021-02-25,San Diego,USA,richard.johnson1096@example.com,71607.27,118.17,Bronze,False,False
CUST-00906,Jessica Wilson,Female,51,2023-05-12,New York,United Kingdom,jessica.wilson906@example.com,93167.12,226.15,Gold,False,False
CUST-00981,Sarah Moore,,36,2022-06-22,San Antonio,United Kingdom,sarah.moore981@example.com,63702.11,333.54,Gold,False,False
CUST-00022,John Gonzalez,Male,37,2024-09-28,Phoenix,Canada,john.gonzalez22@example.com,35147.98,117.04,Silver,False,False
CUST-02203,Daniel Anderson,Male,36,2023-06-05,Chicago,Australia,daniel.anderson2203@example.com,53917.74,161.53,Gold,False,False
CUST-02304,Charles Rodriguez,Female,20,2023-05-07,Los Angeles,United Kingdom,,66039.19,27.97,Bronze,False,False
CUST-02851,Robert Johnson,Male,39,2022-06-29,Philadelphia,Canada,robert.johnson2851@example.com,73994.22,213.78,Silver,False,False
CUST-01206,Robert Martinez,Female,43,2021-09-22,San Diego,Canada,robert.martinez1206@example.com,63278.86,132.02,Gold,False,False
CUST-01859,Patricia Anderson,Male,55,2022-03-31,Philadelphia,United Kingdom,patricia.anderson1859@example.com,64441.96,111.05,Bronze,False,False
CUST-01641,Sarah Miller,Male,37,2022-07-07,Chicago,Australia,sarah.miller1641@example.com,67796.38,120.08,Bronze,False,False
CUST-00153,Matthew Wilson,Female,75,2022-02-14,San Antonio,Canada,matthew.wilson153@example.com,56297.19,-270.02,Bronze,True,True
CUST-00283,Jennifer Lopez,Male,66,2022-01-05,San Diego,United Kingdom,jennifer.lopez283@example.com,68833.62,188.43,Gold,False,False
CUST-00151,Michael Jones,Male,56,2021-08-12,Dallas,United Kingdom,michael.jones151@example.com,48208.07,191.84,Silver,False,False
CUST-02888,John Smith,Female,45,2023-02-08,San Diego,Canada,john.smith2888@example.com,63803.37,34.84,Gold,False,False
CUST-02102,Joseph Smith,Female,34,2022-11-02,Austin,Australia,joseph.smith2102@example.com,78814.56,27.48,Gold,False,False
CUST-01848,Karen Wilson,Female,35,2024-10-18,Chicago,USA,karen.wilson1848@example.com,53599.39,142.5,Bronze,False,False
CUST-01851,Betty Martin,Male,34,2024-05-17,San Diego,Canada,betty.martin1851@example.com,44050.94,24.38,Silver,False,False
CUST-01289,Mary Jackson,Female,39,2023-05-10,Austin,Australia,mary.jackson1289@example.com,79222.66,200.71,Gold,False,False
CUST-02081,Michael Hernandez,Female,29,2021-09-29,New York,Canada,michael.hernandez2081@example.com,36145.64,122.98,Gold,False,False
CUST-00399,Elizabeth Rodriguez,Male,17,2022-05-27,San Antonio,Canada,elizabeth.rodriguez399@example.com,28710.75,89.03,Gold,False,False
CUST-02286,Susan Jackson,Female,28,2022-11-11,Dallas,Canada,susan.jackson2286@example.com,36228.45,142.46,Gold,False,False
CUST-01147,Richard Moore,Female,34,2024-12-16,Chicago,Canada,richard.moore1147@example.com,40880.02,307.93,Gold,False,False
CUST-02916,Karen Martinez,Male,32,2022-08-28,Houston,Canada,karen.martinez2916@example.com,76243.49,124.35,Gold,False,False
CUST-01287,Jessica Smith,Male,67,2022-03-29,San Diego,Canada,jessica.smith1287@example.com,69149.65,184.32,Gold,False,False
CUST-01943,Joseph Gonzalez,Female,58,2023-09-21,Austin,Australia,joseph.gonzalez@@example..com,53645.99,92.26,Gold,False,False
CUST-00544,John Jackson,Female,51,,Austin,Canada,john.jackson544@example.com,55709.83,68.91,Bronze,False,False
CUST-01958,Richard Williams,Female,38,2024-02-26,Chicago,Australia,richard.williams1958@example.com,39395.83,87.56,Bronze,False,False
CUST-02282,Charles Smith,Female,26,2023-09-30,Austin,United Kingdom,charles.smith2282@example.com,75223.23,62.09,Gold,False,False
CUST-00255,David Wilson,Male,34,2023-03-06,Austin,United Kingdom,,65279.52,155.54,Bronze,False,False
CUST-01547,William Wilson,Female,59,2022-05-26,San Antonio,United Kingdom,william.wilson1547@example.com,71047.33,8.03,Silver,False,False
CUST-02555,Jessica Taylor,Female,44,2023-10-06,New York,United Kingdom,jessica.taylor2555@example.com,15238.51,154.91,Bronze,False,False
CUST-01331,Robert Johnson,Male,22,2024-06-20,Austin,United Kingdom,robert.johnson1331@example.com,51107.21,135.03,Gold,False,False
CUST-02626,Nancy Garcia,Male,36,2022-02-19,Philadelphia,Canada,nancy.garcia2626@example.com,60484.63,164.9,Gold,False,False
CUST-02762,Thomas Hernandez,Male,24,2024-02-08,Phoenix,Canada,thomas.hernandez2762@example.com,53287.47,158.09,Silver,False,False
CUST-02711,Susan Anderson,Female,34,2022-01-18,San Diego,Australia,susan.anderson2711@example.com,73633.23,331.21,Silver,False,False
CUST-01211,Betty Williams,Female,19,2023-03-24,Phoenix,Canada,betty.williams1211@example.com,47839.0,110.38,Gold,False,False
CUST-00059,Robert Martinez,Male,28,2021-08-05,Phoenix,USA,robert.martinez59@example.com,80556.36,186.52,Gold,False,False
CUST-02614,David Davis,Male,51,2023-06-11,San Diego,United Kingdom,david.davis2614@example.com,41872.54,108.21,Gold,False,False
CUST-00560,Jessica Lopez,Male,39,2023-09-25,Austin,United Kingdom,jessica.lopez560@example.com,16636.11,161.58,Gold,False,False
CUST-00717,Jessica Johnson,Female,32,2022-07-17,New York,Australia,jessica.johnson717@example.com,28256.38,32.69,Gold,False,False
CUST-02812,Joseph Johnson,Female,29,2023-09-04,San Antonio,Australia,joseph.johnson2812@example.com,69701.46,45.05,Gold,False,False
CUST-02974,John Hernandez,Male,49,2021-11-10,Austin,Australia,john.hernandez2974@example.com,31733.21,213.0,Gold,False,False
CUST-01553,Joseph Jones,Female,29,2021-07-21,Phoenix,USA,joseph.jones1553@example.com,108713.45,120.42,Bronze,False,False
CUST-00687,Thomas Martin,Male,54,2022-11-02,Philadelphia,USA,thomas.martin687@example.com,48022.14,147.5,Gold,False,False
